품명,가격,링크
IGNIQ 리트 심플PC 1D RE(RT-SPP00014),"699,000원",https://cr.shopping.naver.com/adcr.nhn?x=raefpuQCxk94mEi9seeamv%2F%2F%2Fw%3D%3Dsea1SkrKt1jqq9uos47QJ9nnXg5BJqq3Cpf%2FjzgnN6BZq0EKTZhqu5IgUdSEfnCz2s9s8cC4B6TgWv94lX4Mopw167TwTbjjZGzk2nk729fInMEWxh3bBIMoAjkbgPOghfj4ngY9JzUwuc%2F3gerAPPMi30QtKP1mA7BYZPpxeJLexWvZfe2todmJfmpbNrXnqM6AS%2FUK%2Fmir9jRPoqepxGvkLxQseUvuXN%2FfaD%2FOo3jRJ6BdCe7IAGLjuCf1CfeZql%2B12vUovjE2zMfdxoP3BI%2BtzpoMdxpjMgpc1l1PiPTvDpmNu2Rs3tEPrV0ZTODsbWqyaFa2xLbpwGCJChqMDquI%2FWrF4jANtQyDB3BeO8%2FshIW%2Fufm4Ai1g%2Bbn5o8FWgy7RrQx4CkMqIgJzcYx621jmiBRB5AqX7E6QZgJ5Ry8ugIX25kXOk%2FUPdTKqFSCOqSCtWLsZOsCByx8mVJyvGT%2BchQRAQJM21%2F58roZfGYTQQY0usg39X76JIWIw5sA4TXm592bCw0gcF4FjbUU0ZChzoOzWc%2Fd%2B5vhyPuUCi1kAHaR8JROhhJdL3IweMlrCD8jDMM7hWxVRd5a4RVv%2FpJdq2Pnas8m68K%2B5%2FvmfB%2BhqxK3kYL0ph7QFfAC9TfKTiHRyPBWbUFRhWScTsgQynPg%3D%3D&nvMid=31770780618&catId=50001737
IGNIQ 리트 심플PC 1D RE 프리도스(RT-SPP00014),"599,000원",https://cr.shopping.naver.com/adcr.nhn?x=npavb24SnnoWbvzopCsn3P%2F%2F%2Fw%3D%3DsWKkx7UqGalbQXH%2FQzfbuRyjZOZTkRKuM82JJDVRFRNsLcOE8RM8PO3gzU7JthB1I6dvYg9fHRPUNLIEDO0duJYgb2L5z8KbyMs2NQitHJ1eeXBUUpsOH4RKab1IzrkdnU2NpNpNO2fFlbvy4%2FEzaftyGaSr%2B0dRu37W7MMIB4NFk9Io6iZoAfEBQfsbkhBMBNcuB%2BfB8NPovY213r1HG%2FSucKVMqs50fLPJsURCOAcbXriUAcZu6ZrXFtLyctRQUfjiL40rMvH4XUHBfv5X4bP6FLAYvfPxgpuEDaD%2BQLf%2BrCRdUxvA177jl0VodmokhNUJnit2TyE8yh3GxJ0fiPMQv9%2FTgodKSTF6tmIdq94NTs2OxtpvzwADpJp54xhfLV36ogsAbT2GMBHUreotiQCPIqNB67PnQXS6u82NdkggqOYmhWz8whXh1mmD4oZFesPOfdzkfq%2BKsVKCdbkop2hZ86228NZ%2FbgT7kAg0c7GjPCcPJtZN%2BkNOcjwdhS41FsTEG1pKu1I5NGzQ2H8LNy7sD%2FS9I%2B2LxwdjijZ9qy3DRaJIXeS9XrrwL6LmEs2l4xHtJygq0MGJycTnN5TooCL%2BGBoyQkiFtSLwcV09cBvdxmVWxxLPCx80HRcOpWtlyrFDGjUe%2Bf2x105pKkpzLUIVsN%2FiAcjmtIwlTUFZwg6A%3D&nvMid=31822725618&catId=50001737
HP OMEN 45L GT22-0001KR,"3,689,660원",https://cr.shopping.naver.com/adcr.nhn?x=lzMLZM2l%2FWAd6uP13kp6Z%2F%2F%2F%2Fw%3D%3DsEUvt6PM4wLfUrBFOQ2TJlV8a3ndnVVuEjz6toanmuw5q0EKTZhqu5IgUdSEfnCz2WteuHB91xTqGFtTO23fNXw167TwTbjjZGzk2nk729fInMEWxh3bBIMoAjkbgPOghfj4ngY9JzUwuc%2F3gerAPPMi30QtKP1mA7BYZPpxeJLexWvZfe2todmJfmpbNrXnq0UuQkRj8GnSsU0jDdK%2FwRvkLxQseUvuXN%2FfaD%2FOo3jRJ6BdCe7IAGLjuCf1CfeZql%2B12vUovjE2zMfdxoP3BI%2BtzpoMdxpjMgpc1l1PiPTvDpmNu2Rs3tEPrV0ZTODsbWqyaFa2xLbpwGCJChqMDqjpHrBDGWbqJM17oHlgw53QhIW%2Fufm4Ai1g%2Bbn5o8FWgy7RrQx4CkMqIgJzcYx621uFosPpsrsJT0EwUDVocujSgIX25kXOk%2FUPdTKqFSCOqehx%2FDbuyCHfsO6VIKbxGDVkiGukUt4SYXSuCR78EjRLmw2tMYbFSBbT5ImbomYBidvrz3sp0v9erSqSx64r4psmXWnqqwj%2Fno4R2JKiC78c1%2FCaIuJGJDd6Sy4Pax5pfCQFKvj%2BflvbIHljyKvrBs4bbco55J57hjMJWqIRUa0AGruH08DlKshetxY8KUEZb&nvMid=30616901619&catId=50001737
IGNIQ 비와이 30X 프리도스,"899,000원",https://cr.shopping.naver.com/adcr.nhn?x=24VkK8UM0Rt%2B3wd4hdVv9v%2F%2F%2Fw%3D%3DsS2xrX9RnNRcjiYMhI9xM7iNpi0THqnrmjCxfYp2MrsQJWpGMBUsxdF5XP77eIoc%2BV4MUhD2DCC6w%2BtNlcWRZj4cpw5nRRBhVlkDCeX0fR%2BncJO63nhdY8W2HBBNKJs%2FAVw%2B8plaevctZQtW5w0KV4UgAn8lD2%2BxrgblrBqYwPdWug%2B9sjA7rHdeMLkY%2BwIMUdRqJkNbLwzeVinbYkGZoVzznXLXxsKm9kvjRLK5J%2B6tRXN20D8U43dsAzLAiLeJ0S%2BPo2uTQUaJR8HXLTxp7aZ28jKuWjl%2FtyfYBb%2F79TUpD4P%2Bj2CVvS6QkrpszyaIoCuwrUM2Vi5bq9fxYHuPhKT7%2F6GMeHWbhdgSxKJQimiNF9kH1vHHROCCJz1p9GCFEzy9zNbLUva%2B9ilVM0wQ4Hw7WAMhokNo5meOQ%2BXJ7bzvdcKGS8K3v9HOi3wvF0LzmZGAS0Hiw6%2FoO1qOsTInn9zyipUZMKhEQ06LUA2eVEnzweUN%2FaZFOPXtzaaO2ZiMhsRZ2XmuG%2BXYa4BYSP4jDte5EWpC%2BruDEpnindz2L2eqtqaMHAJkj0DAJXiYJNZCZrMw3fDiaRAHgN4V5d0e1OvL9eiB%2FqlP%2Bdt26g3kO%2BF0DfkLIyuldBS3f8m8e6nLmzUhNzs2VE%2B%2Bisqs3JAEppg%3D%3D&nvMid=31204239618&catId=50001737
IGNIQ 비와이 30X,"999,000원",https://cr.shopping.naver.com/adcr.nhn?x=VyWGQWzR%2FnCwed8uLTcsZ%2F%2F%2F%2Fw%3D%3DsVpefaqOWGMWAUFMyfCeycGtUCGbc%2BiokKyfM70wCWp0JWpGMBUsxdF5XP77eIoc%2B610%2FoaNA%2BNHOFUfrbEkYG0aoNSWmYEayN1INuqsg6fPcJO63nhdY8W2HBBNKJs%2FAVw%2B8plaevctZQtW5w0KV4UgAn8lD2%2BxrgblrBqYwPdWug%2B9sjA7rHdeMLkY%2BwIMUK%2BcP%2B5XvFpCTtlwgZzokXDznXLXxsKm9kvjRLK5J%2B6tRXN20D8U43dsAzLAiLeJ0S%2BPo2uTQUaJR8HXLTxp7aZ28jKuWjl%2FtyfYBb%2F79TUpD4P%2Bj2CVvS6QkrpszyaIoCuwrUM2Vi5bq9fxYHuPhKdwbaHnhlRlcDcaXBUVlfA9Ku%2BrzcRhg%2BR8KgeI2mjqmzy9zNbLUva%2B9ilVM0wQ4HzYDzCtK64N7hGQ%2B9cySFU%2FdcKGS8K3v9HOi3wvF0LzmZGAS0Hiw6%2FoO1qOsTInn93YvoxYL%2F2VBxF9XMSs3Ol98%2Brxm0Ms9zN82RQNMmZfNm9uz11%2Bwz7TNLwe1SCeXpqFhn%2BEj%2BQ3ziN7qT%2F5t%2FJdA3ZyUgHQ8ikFWFeGQ1mIx9espRAEjSaVS7CJIrKL9xEveGxICeq%2F%2F2zXb8AddrikGruH08DlKshetxY8KUEZb&nvMid=31159066618&catId=50001737
IGNIQ 비와이 30,"779,000원",https://cr.shopping.naver.com/adcr.nhn?x=hkXQKH1DAccQlTfLkyEJvP%2F%2F%2Fw%3D%3Ds0UwByvT%2F85ELNe1gRdYTlZCD49oPlLeSNlXDH6N75F1q0EKTZhqu5IgUdSEfnCz2N7waZU77jZFAlKP%2BDmijew167TwTbjjZGzk2nk729fInMEWxh3bBIMoAjkbgPOghfj4ngY9JzUwuc%2F3gerAPPMi30QtKP1mA7BYZPpxeJLexWvZfe2todmJfmpbNrXnqORDr6B4Osl%2FQRqIzusvFmvkLxQseUvuXN%2FfaD%2FOo3jRJ6BdCe7IAGLjuCf1CfeZql%2B12vUovjE2zMfdxoP3BI%2BtzpoMdxpjMgpc1l1PiPTvDpmNu2Rs3tEPrV0ZTODsbWqyaFa2xLbpwGCJChqMDqsbpY1Ca9VB5Csh959TDpHQhIW%2Fufm4Ai1g%2Bbn5o8FWgy7RrQx4CkMqIgJzcYx621gwSFeBweUSBluEtxjo3RFGgIX25kXOk%2FUPdTKqFSCOqnwZw7gaA7kFQBy83nk22wabG0IDfu9VZU8KPlB69Xh8hkYDIMO9hevOplw0fncxcAXVrUKxJcuXgPokjnEON%2FA1q4RxHKdKf%2Fyis4rudz3Sm%2FS29YC5sBFbnZhpnXi98eS8sZLa8RpTvGsTxIqvDwFaFndIwdNwuWmKtx1HNSCrUkiyUGZ3FpPHvE7X48%2Bhb&nvMid=31159196618&catId=50001737
삼성전자 삼성 DM500TDA-A59A,"1,186,250원",https://cr.shopping.naver.com/adcr.nhn?x=MVZ7vxBJfuW7bypZ781f3f%2F%2F%2Fw%3D%3DsOcug%2BmuP2kg3lyCVm8ZaI0F%2BKdHDWD0ewx7XgVoofZcJWpGMBUsxdF5XP77eIoc%2BsQ1bHWTIJMfJCEAS0B5QEo5EuYdq4RYyMXaEYOgOgxDcJO63nhdY8W2HBBNKJs%2FAVw%2B8plaevctZQtW5w0KV4UgAn8lD2%2BxrgblrBqYwPdWug%2B9sjA7rHdeMLkY%2BwIMU765SBKvNn0i%2FGT0T1sqeXDznXLXxsKm9kvjRLK5J%2B6tRXN20D8U43dsAzLAiLeJ0S%2BPo2uTQUaJR8HXLTxp7aZ28jKuWjl%2FtyfYBb%2F79TUpD4P%2Bj2CVvS6QkrpszyaIoCuwrUM2Vi5bq9fxYHuPhKfg31xSCIUhL1dt1ywCpgGh0uFjUeUAaPK5a2eGIhhFmzy9zNbLUva%2B9ilVM0wQ4H%2FZ%2FWGdFSa%2FqjgaZKsSY3bRuCX7qfKw3uLKVJPL7EECh%2FI%2F5u4ZL2P%2FDlji%2BWweeAwA3MQD7n9Kncd4B5wTF7mR8%2Brxm0Ms9zN82RQNMmZfNzsZVENVkO9L4HSj4gI1hgEkjHJHeR7TCkO%2BjC%2F%2BakjFNJ0Mm8pTdYgB1LHQGSD1ekw%2FTntVCPT2lzOp%2FCqI17jthmfljiEHZSdsAW7EQ3H5B0CIl3BeKsFF2drF%2B%2BsFv&nvMid=28482734554&catId=50001737
디클 올인원 A238J Win11,"398,990원",https://cr.shopping.naver.com/adcr.nhn?x=DiKzz%2BBWDZvlwXY%2F22Elh%2F%2F%2F%2Fw%3D%3Dsjm1jVB5BfxSsU8p%2BErnyjWYb%2Br0hiD8AI2L2zqI7Mftq0EKTZhqu5IgUdSEfnCz2Ar7VRtkeYJ7QcBN0XZbZYw167TwTbjjZGzk2nk729fInMEWxh3bBIMoAjkbgPOghfj4ngY9JzUwuc%2F3gerAPPMi30QtKP1mA7BYZPpxeJLexWvZfe2todmJfmpbNrXnqeGuLl1RBv4fBmOWmAJRof%2FkLxQseUvuXN%2FfaD%2FOo3jRJ6BdCe7IAGLjuCf1CfeZql%2B12vUovjE2zMfdxoP3BI%2BtzpoMdxpjMgpc1l1PiPTvDpmNu2Rs3tEPrV0ZTODsbWqyaFa2xLbpwGCJChqMDqv%2BjYIAZZw8zpwcsIT0u3kYhIW%2Fufm4Ai1g%2Bbn5o8FWgy7RrQx4CkMqIgJzcYx621jyLwsx%2FFzNsRNpx2sBwnXigIX25kXOk%2FUPdTKqFSCOqJ37QpAgw%2B8IhwA1XxIQ7leEufdFKU%2BBhqRXEdmZfZ%2BK7A%2F0vSPti8cHY4o2fastwFiDu%2BuHU8OjXA3hRta1oAaAdHfHElL97x8uAxX0Jh0u%2FhgaMkJIhbUi8HFdPXAb3cpHJaCk%2FhIpT3pr3OL2Xd6k9ejr%2FALTf2cM5JTPrCU2FbDf4gHI5rSMJU1BWcIOg&nvMid=31819136618&catId=50001737
HP 일체형PC 더세로 올인원PC HP i5 6세대 600G2AIO 윈10,"399,000원",https://cr.shopping.naver.com/adcr.nhn?x=8iiXYiGC02UkcXIgZE0BhP%2F%2F%2Fw%3D%3Dsd8SGgBRJqf1XgWjE6sUSeUz70v3P8lMoGGjKAzso2itq0EKTZhqu5IgUdSEfnCz2Eaf%2BnciNLUSl2kmU6Awykw167TwTbjjZGzk2nk729fInMEWxh3bBIMoAjkbgPOghuf1G2bpikFJTR6j6p9ZS%2FIfsjsQob2Ne0L7w9JaI7kin0b%2F5UhxhZOSwwPJ7NL%2FBT7tZDuhXDvh%2FHST4F9gr9GsxUlp2JIxp1Pz649WnLJkYHevxsDYbwdhBvJkZMzRggGwmPNX%2Fe%2BXkuZ30duRQYj%2FN1gL%2FBgCKENDMCz1nm%2F0L0i%2FwbMC8ZNgpdXGbK2L%2F%2B7jB1VhXzkM0R6YdA6grP0ZCHhQk9QZY%2BoHNMGV0vjznCIYBWXLBDBEEQ%2B%2Bh7RAHJYenAJHdOQ5PWEP3Ddy8ZJDZLPiJxPOIWXI8UrAy8vHOG36SJZs2ChEpNY0HZ2k86px%2BpjuR6cjXAKQ%2BKKoKMKuund25HeSMlUVA7gcCLo16g4NVozvwsjkdEcMpq%2FdFfZXeStPAcGnvNUQQmsMpJKvtUBvfoSsQPvEM6ZWUZTreF7hhGRngfACNPAorxo7%2FrLvJjuw8VhkQOnF3MQArzgN%2BQsjK6V0FLd%2Fybx7qcubNSE3OzZUT76KyqzckASmm&nvMid=22055364220&catId=50001737
한성컴퓨터 프리워커 F2300,"399,000원",https://cr.shopping.naver.com/adcr.nhn?x=wzVZf7LuD5QaA4NB6L3J8v%2F%2F%2Fw%3D%3DszLQrUEkJu59f9kWeIYEfhpL5PQPKi1HhiWp9fezTVbQJWpGMBUsxdF5XP77eIoc%2BMl7onV2UeB%2BJXwFV1CK2Yio6yCXVe85hAtpGQ0ii6i%2FcJO63nhdY8W2HBBNKJs%2FAVw%2B8plaevctZQtW5w0KV4UgAn8lD2%2BxrgblrBqYwPdWug%2B9sjA7rHdeMLkY%2BwIMUJh34yVZh0TMZqCMYDSHAqzznXLXxsKm9kvjRLK5J%2B6tRXN20D8U43dsAzLAiLeJ0S%2BPo2uTQUaJR8HXLTxp7aZ28jKuWjl%2FtyfYBb%2F79TUpD4P%2Bj2CVvS6QkrpszyaIoCuwrUM2Vi5bq9fxYHuPhKTgIbRm%2Bpbu0SSyKCO8ztwRHupNvvNRtA%2F0uKEp9XfDOzy9zNbLUva%2B9ilVM0wQ4H9nqGtKc9MwwHMKYiwnPEjncEUMk%2BYg0ZV3bZSl4pTyyihBhKxj3tArXyuubg41dOQzJGptGfXiJ1A993AY%2B6dy7A%2F0vSPti8cHY4o2fastwJQz%2FJv5A%2BR0x6NN3g2kTBDt37NkCK6BELGTAAk3QyOu%2FhgaMkJIhbUi8HFdPXAb3UiuV2MCraRp0NKj0oMEa01UXVF66IKG1eiPcJ6e7pryFbDf4gHI5rSMJU1BWcIOg&nvMid=23603640490&catId=50001737
한성컴퓨터 프리워커 F2500,"459,000원",https://cr.shopping.naver.com/adcr.nhn?x=Mx%2BYxx5nro0Yq30KNmb30%2F%2F%2F%2Fw%3D%3DsO%2B1aR1XB%2F90oexEOUMfmw54Iut%2BXm0yGfGKud2SKAfYJWpGMBUsxdF5XP77eIoc%2BD5bacUZYgl8NI%2FJJOmDoxCo6yCXVe85hAtpGQ0ii6i%2FcJO63nhdY8W2HBBNKJs%2FAVw%2B8plaevctZQtW5w0KV4UgAn8lD2%2BxrgblrBqYwPdWug%2B9sjA7rHdeMLkY%2BwIMUvFQiLtLJCMd%2Bw5iiDu9oTDznXLXxsKm9kvjRLK5J%2B6tRXN20D8U43dsAzLAiLeJ0S%2BPo2uTQUaJR8HXLTxp7aZ28jKuWjl%2FtyfYBb%2F79TUpD4P%2Bj2CVvS6QkrpszyaIoCuwrUM2Vi5bq9fxYHuPhKW5T0h%2BZCOyB0R2d4qvXuOxHupNvvNRtA%2F0uKEp9XfDOzy9zNbLUva%2B9ilVM0wQ4H1jf0NIYb7plRxCP3lQiTYjcEUMk%2BYg0ZV3bZSl4pTyyihBhKxj3tArXyuubg41dOTJ1G4EtuoacDjgZCS8vNV%2B7A%2F0vSPti8cHY4o2fastw6NSUtkf5bifXqZ8yThqFvad%2Bf9ZkOR8Dm9nYEjtcfNS%2FhgaMkJIhbUi8HFdPXAb3WxC%2BA%2FT5sGxtbKrhAsxDN4IJTkYvh2myfU4DyY2hCE2FbDf4gHI5rSMJU1BWcIOg&nvMid=23603865490&catId=50001737
삼성데스크탑 i7 16GB SSD512+2TB 정품윈도우11 삼성컴퓨터본체 삼성타워형PC,"1,496,990원",https://cr.shopping.naver.com/adcr.nhn?x=aTEJAJLfBXArHpuB014JCP%2F%2F%2Fw%3D%3DscT0%2F2yl5SvkOH2heQ2v2DsfOTuKb4NlycQ87dPpgQhwJWpGMBUsxdF5XP77eIoc%2Btic38z4QUxgilzaClidvdAVi7VmWAaGbXCmx37yy44rcJO63nhdY8W2HBBNKJs%2FAVw%2B8plaevctZQtW5w0KV4YZYgwI2fs40XR%2FERq%2FGNyfWK4fiV391hyKbNzjTTmNIeVa%2F%2BmhvMjpqZXx6urPAz5SeRdGptJUTrOCMmklm%2Brj84irqoupb5cHtoCFQH9lAJV03cukp%2F9sq6JmLvPVclNdxSqziyEc8M3fntM%2F26j%2FyaIMrT%2FtqeSjDlUqaIZajf5S5ycDGuwbfEdv1A6kKwot5mb%2FF9lFldgNaZ5utmrcqWk%2Bp3XBQo9ZajW8Z%2Fw4CTBw6GKRMa12eUAQkpNH%2Bjz0hKpMh3w46TRt1MFdoMEHHLIoyts7hEQvDYVJveq%2FsRA1PyNxBuesbhl%2B%2FkdzL7qoF0pYA9hSbQ4K1FMbT02r8u0VGVbXbukx0RT9Vf1ZlDlQhXMqsg1boc%2F94IxpEessqyMQbdVEhBo2ooF0Uy7JQ%2FFHZVkviNLc1D%2F0%2Bea53eMvfmWwltacf43Mxrf6TVSk%2FriWdRvQRgs5Gxk05qClfdYEVQGi889vO6AXaNWpab1NmOoRBMBsXNQGXzjfbC%2BFUQB%2FrDAzm2q1KHRsHkfE%3D&nvMid=82666157924&catId=50001737
LG전자 27V70N-PA7DK,"1,696,840원",https://cr.shopping.naver.com/adcr.nhn?x=vKRcJZ8f36%2F83YaQcun3uf%2F%2F%2Fw%3D%3DsDkeOFxzqMU26wYFe75iReG6TQPTHnX5X%2BUpo2m6n5EJq0EKTZhqu5IgUdSEfnCz2TfGXZP3l8mC6257WGMlWVQ167TwTbjjZGzk2nk729fInMEWxh3bBIMoAjkbgPOghfj4ngY9JzUwuc%2F3gerAPPMi30QtKP1mA7BYZPpxeJLexWvZfe2todmJfmpbNrXnqgdNuLYjtkPD1lVohdJs0t%2FkLxQseUvuXN%2FfaD%2FOo3jRJ6BdCe7IAGLjuCf1CfeZql%2B12vUovjE2zMfdxoP3BI%2BtzpoMdxpjMgpc1l1PiPTvDpmNu2Rs3tEPrV0ZTODsbWqyaFa2xLbpwGCJChqMDqrixmZzc7mkDAuvxsxPP5FYhIW%2Fufm4Ai1g%2Bbn5o8FWgy7RrQx4CkMqIgJzcYx621simOlYjkSk%2BTIpB1H8y1jegIX25kXOk%2FUPdTKqFSCOqLPX5s%2FfIxmDwJD7BbgoVMJ8gYx%2Bj1PB8lHF%2FvYH07jYIMMI%2FwqlpcZnCPIsxV6aXAKuhgdIejFu%2BqKY0F3l81q2powcAmSPQMAleJgk1kJlfqnuxGfkhtAX2cVJESfY%2F6zbWijnydNJIPNqKYnVWplaFndIwdNwuWmKtx1HNSCrUkiyUGZ3FpPHvE7X48%2Bhb&nvMid=30680002618&catId=50001737
한성컴퓨터 프리워커 F2500W,"588,000원",https://adcr.naver.com/adcr?x=0LLGPP5s+wj6KEVqHLQ1tv///w==kH4X5f0bLFKELLS2S1xNjzGb4HZZXNZNnxzuKOFM8KDbvG0suOzUOVWDG1/ttMHHJq+37JzjBALRzpi60Nlylv8222KSPVzt5IfFeZQz0txHVsf5/x5cZVujZT34PXkXf/JTB+iOGzNGsJqwn0D1CpaEW1+uoT3Tvtx2f3Qo3Mr801lUjuTuj3obyxtRbm5l2uIDGt6fUJmCMhfOIEQzLG9LDXdO+7oWpeRClqBvxEOM2cMka5zBxfHNmPhDXgvb4a/gwDg5d4389SPXxZy78ApuoRYi9VE+XVQ/rlWpsjpBx9GK/52+z3HhQ9UQpAx9k5NGyPPENXhkHSNfTSShqnjU/DCo8/NvXA8DjNAzeZ2UobzfGtc1xqcVYVhvCP36FDpneGqIZsywisc5s9ETcOlqdbIIVlTk7bGIhmXXJ+wdEKhl2RiTCte12FdXf7jaiv4Hn4BRMr1YPaU629J3BNPKMULH3iZ5cnEBJekEkED+xH0weJ8xHl4fbSZ/9ozAH/YiMbqoBdcOL9xghqchy0HqHRA5JfdWOK1hIwcwPNKDEZPiiGbiRuSKZ2OI+3hQjKc1NafaqjW7CDB0yMcpxniaHSVz6IxLTv9nojpVnY/RKk1L9/25HNNpNnSjsFiGTMjnTjMb6cs0bAyDYj+njopB16tIvxRCClVe/NYRs5xdAfUGQGZg3WwdKhNcqFtYOAAEc/k9dI1HSgowi4VtgxFMH3SIEQoKM/w8b5hyfPNuReqtwE5hSVixx/hO6KSM9E8kqn3YXAEofc4XIEg3HHFR8OXVkMbi+ZGzElPS6GkBqbxS3BJO+fZZ1kWTTZkZoTvUSTVciC1vTs8B9yne9lA==
코리아정보통신 뷰라이프 일체형PC 24인치 Pentium Gold G6400 FREEDOS,"583,250원",https://adcr.naver.com/adcr?x=Ttaq5CKtNylJFbI5aH/o3v///w==ktwg0W3+75ElWmf2hvOVfve+bHmG5J9aW55UfQhqNIkNmK19+j9sFPOvcq9PpDkDAOcelmCagNyRsLZJaQLg/M1/JZ/wsMPnWsQYr3dM6r8s9LIBUs0Lvm+EU+9dMA+tuYa94gJfFn9fnDg0qEu3G1X5ry9WDNtSlXpT8shyiif5ewfxvn0Z2nYTpMw10yTRu8xEtOh2mxlxnfaquQBUtYfeEgWQQnRYkfzYKQp92VqIWxs0N1dcBuXaySCfEGaHjw4I7A7CZ+VLTg8VXcD5DFxCOEgz78Db1k0lXZnL2nDo/2zdxvveTHM7MxMYVi11vP1B0TTDY71sBmMsQLrx5LJpGoVXyY9Oi71sItYbD2H1X10nwDgwCbVBl2B/MB848qZ2U3hGc7pi4nyisTkyAgpeKUbSTFdUqF8Hx51CinZJMIBvaJQb7Y7vMlSJCPfz8PD2z0zlZWIh3bHIlrSZ5kgoTZG4K9FoKikth0/7MGYbqhrRQ8UtYvmyoegc3ANcF64zft6U6hJdpdA3Fvz4Tuv8mhoI+Y94x9TlUrwumlfHZtFAjn/jYzQ+MSjRdqNsrRC/Aqz4sezipWiDu1/8ApoxCQAGlbfE47UCk7v/3P1nimUp3ZQAqlsQ7kMAzewyUEgmgVS8UR/W+KRs60FdmfJnBPBrIuBxMfYbrpzjE2zQs+ZmYvKQU8siCFuwQhzvLTPBV5VxXpBHtwGMNEm5quVNmoZVk9WN4iPYWqDCzAFInPWnK2aYXxeTtYEvBsWOZxRQ/b50rgtKZRWZJ71Qe63b475CBcMgiThRJ893P1SPzwtgsEE4LX8/E3m7OuXZP3lzbXt+zQrFsFpSDEHkpI/xkTPR6ngcUy8oe1bwfMvg=
한성컴퓨터 AX5506i,"1,668,990원",https://adcr.naver.com/adcr?x=pX9/ySnvyBrBrhDKh4GIR////w==kyyFCjAg2PsodeejYrIYM4K8Ewx+AFxI4Otva3fDFCvt91Xn7qk3B+xk6UexluDeWR2/k5jlzdtzHDPFor7RkK42lXC+nEkjx/qD2ZSp3p0wPPujRqXaSh5qO7LHemXF6KiN2IgmsMEfiVrTOQUOUG1HWYWpV8Y+RIoFsJnGT841INQWKzk53XXnFihUCD00FNNx9WTmHPxFD9Ll1gDlw6d8Vjkx49zeJVrRG7GNOh2+ubn2Remk/BuZzLuvCnR2HET7RNU+VWTV4eZxo6V5RclZ0sQn6ZnkO9QgYanVEjnQ0s4Lm82KTWLNjpetk+qTCVx6P5bohf4Vzwa6U6jQMic8Trcb8e2FG4/6kGN1OiMRNaFh3/g33bxKpTtxV9ax2QlNM165CgSj9b6fYezYXR0T5ctXRrNGdyvcD/kJ/o0mNwW/lzBNJtjNSEy2UXApiIaRyzEJvo4mJmggjprL5p/Ac+ebk5j1g7wPoljgHlm/Mu6maCKEBZhvJ2g3o3RAl2hKsQzYh+edoXmBn+jdIYdzoSqZR67Cvlx2zwquTW4yS6Dim/QwoJfvoEn9ATHV6SS0506gyDQU1HZfVmBYlx5eOrumglCW4eFVRMTBOjBsdfurOhp/pcBmdoeHHIDzY9P3YRMCEmYrrr3c3KqwTBcEu6xCNRtyrJawaaGQx5MGKHIKke0id0NiYc95v5fGgcsoosITuFPDMn5xjP0JHBishNdjuohuVqCLDVKa/tYMTbWTjbElbe2oYPxUas9VuYlPKW0pP/w95A3xnLcQVTYHvde9ygJS8lkGjKkpS4DTI1L1EO4b2trLE5OC9/bF/tXsIV3SE52IA1/Dt3EoAHP+RqNZvfw3wGIafGKDT+8s=
HP 파빌리온 TG01-2004kl,"1,349,000원",https://cr.shopping.naver.com/adcr.nhn?x=%2BsowzN1g5DCm7z%2FeIX5fRv%2F%2F%2Fw%3D%3Dsxb9%2BB59m71epSy72l%2F%2Feif1THQ6rRkviysoDRQgys58JWpGMBUsxdF5XP77eIoc%2B39Diq6dOq6qNNPCQEpEOeqkdE1WnGM25Zc%2BvNS1cJyeAz2l2vRR1gCzn5CUxI32HLONaZ8sx4CF3SNKIZ%2Be9ykgAn8lD2%2BxrgblrBqYwPdWug%2B9sjA7rHdeMLkY%2BwIMUX4lMG1g3IUx9tFKDzcKoszznXLXxsKm9kvjRLK5J%2B6tRXN20D8U43dsAzLAiLeJ0S%2BPo2uTQUaJR8HXLTxp7aZ28jKuWjl%2FtyfYBb%2F79TUpD4P%2Bj2CVvS6QkrpszyaIoCuwrUM2Vi5bq9fxYHuPhKWtR6nJncsM2ROkGfseXoHhqAW3Mlr7y56XUUvh6vaCRzy9zNbLUva%2B9ilVM0wQ4H59ggCTcz6zYEBShLDAMz9A%2BhVEYoTr1TSuvmq6LxRF2NeowX02fgR0e%2BqJZP3G%2F8HdyJ02pVLSNcbjddOyMfQWnWYvqGNWcqul1CiqHeG1vtcw2XNtrEmAQiR1vzu9X5%2B9barVkGm5X%2F%2B%2B0pSBMYef9fSGpxjrVa0kNgrsbDjMfCYhYbuX9dxrc2uNAbNAGjcsTe7KMH92wbM0zhTUMbwkNUJgJp6CUXauCvW7Y5AjN&nvMid=28091044523&catId=50001737
