품명,가격,링크
XP컴퓨터 윈도우XP 컴퓨터 RS232 시리얼포트 PCI슬롯 산업용전문,"99,000원",https://cr.shopping.naver.com/adcr.nhn?x=FXItPnCe3i1P0C3ihAyR7v%2F%2F%2Fw%3D%3DsyBg5iDCMKGg4cA4EceZ2d4DmJk%2BBsejsRMOvJ65Bx2IJWpGMBUsxdF5XP77eIoc%2BDcnu7CByJHuM%2Fk66sn1IDn3CNvbos1orypYeoV208QGaW70uJ%2F3yQQWbS6zliVQ9dhN9FHZyLs3n%2B6ayyIWWP4ZYgwI2fs40XR%2FERq%2FGNyfWK4fiV391hyKbNzjTTmNIEtpaCln59NEaVlwG8yi0cZSeRdGptJUTrOCMmklm%2Brj84irqoupb5cHtoCFQH9lAJV03cukp%2F9sq6JmLvPVclFxCFmlqtvZG1oNruMJv5HATTNT8jmh5%2F08hj1vp0Bksf5S5ycDGuwbfEdv1A6kKwkoJO2pgcEThwCDyMuzKFvHnzb1siL25L5Z579HQd%2FTjad2u6cJ5Nps0ONPXS%2FoIAtWfDwSYPFDDmuickEZc%2F8QL905viaFpqwJXMJSPoWSiv%2BloTpkiCh%2FYSkfXYRgBA10ygvI7AebeEVuOjLTXPFtCqQbcO73E0r8UFDOtQMpPabvUq5A3wX8idOh%2BOFre1%2BJenpKLAMo0Y8maDyr2hDRf4sjvZJRpcSjFVqmJkN4OZBgq9ZeleQLz4sF4Qh4d6tMGfLt6%2FKadAPJuI4G9acPL7H5x7kc13SEqioNl2IZaBq7h9PA5SrIXrcWPClBGWw%3D%3D&nvMid=83080073329&catId=50001737
삼성컴퓨터/풀세트/사무용/슬림형/키보드/마우스,"279,000원",https://cr.shopping.naver.com/adcr.nhn?x=%2BrUBFnoWnR5pgZGO2s2SOP%2F%2F%2Fw%3D%3DsUwK7DcVlA1JGeYXqf3%2BoxiexRWinRdX0tLhf0rcNnXsJWpGMBUsxdF5XP77eIoc%2Bs%2BNXvgage70PtLa5aiZ87jUBAOXeogqsV1WuaMmACrKaW70uJ%2F3yQQWbS6zliVQ9dhN9FHZyLs3n%2B6ayyIWWP4ZYgwI2fs40XR%2FERq%2FGNyfWK4fiV391hyKbNzjTTmNIMRzA4GGYmwf9RxM1VOtkAZSeRdGptJUTrOCMmklm%2Brj84irqoupb5cHtoCFQH9lAJV03cukp%2F9sq6JmLvPVclBWUL3QKSz0iPx28EERiOiMMhu8yDRCJ0DMTWvchY9ZHf5S5ycDGuwbfEdv1A6kKwvJJw36WIT2WT70jSZKypL9fI5AxKkTQSQi%2B7g3w%2F0JnF%2F%2BpH0bsTYIFf3L%2Fm5tqaW94mfPyzI8vADWecLho5v2Sn9gz6PAUKboaIttD25BrajnmJNlMvmrybCsvb2IxeqtyBp7oiTrtMCQZ%2BTxddxiK8UzEe4S7ixJV44N5hQ67boIiYDJp4ZLa7R624zrXk3VI1fH4PYT8ywrNG3FYVRHoPiCwoMw8K8k5O%2BkbBWTdADSTLD%2BjFfTr3NNp9Tneu6MBmDEXsjRecJLV3iahnI1B0CIl3BeKsFF2drF%2B%2BsFv&nvMid=82782186755&catId=50001737
맥미니 2020 Mac mini MXNG2KH/A 고급형+16G 램 메모리 교체장착+전용거치대,"1,530,000원",https://cr.shopping.naver.com/adcr.nhn?x=7J5MehMNRaQylpskIjmWof%2F%2F%2Fw%3D%3Dsb5DF%2F5LIVy0n9CwptGzWv8X%2B7SSbUPAG0mJpScdN7oAJWpGMBUsxdF5XP77eIoc%2BCCvw8C%2BHsBn%2FUCgNUad44DBgiDCbj5ZS47R9M2nJOgOaW70uJ%2F3yQQWbS6zliVQ9dhN9FHZyLs3n%2B6ayyIWWP4ZYgwI2fs40XR%2FERq%2FGNyfWK4fiV391hyKbNzjTTmNIlGew0z2ElOmrfRc1GXHJgpSeRdGptJUTrOCMmklm%2Brj84irqoupb5cHtoCFQH9lAJV03cukp%2F9sq6JmLvPVclF1p9PWrWqJQ7YJlWA1JwMhaZY97hyOxVrGa79mMcbXef5S5ycDGuwbfEdv1A6kKwqYSw3Gpw0CY%2FOonRFOsrpBcyQleVEIAFaRoSaiVV9v3ACM8uR06YgmQqcnokjQRPmeo6SIQFXs6jV2lYEBX6JWgWmgStzref0V9QoSuiA7Hu4wRy1C4dgw7wq%2FZr%2FSv96PbdD9g%2FeCuSXD0zIZsyiM3420QkiSSVSsfwtV%2BABLCke4VZNO8CJ7O1%2BqFEOCrlBNsMhGFq9xNLseY%2F3H5eTbFvE2CdWKEnL551abFfExwnUqEi5qV7qPZhK%2F9KWzMSlCoSBzvKL3qaeR3Ruq03opHPd4N8WuTBmL8MYFMnC8uV3OdHgSE8LoEjTx9zpNPbFaRsOtQUnaEEbxBoHxZXOc%3D&nvMid=81330165549&catId=50001737
삼성 컴퓨터 10세대 사무실 업무용 방송용 주식용 데스크탑 가성비 렌탈 PC 본체 견적,"739,000원",https://cr.shopping.naver.com/adcr.nhn?x=sPid4vbMYR4CFudlxdUNgv%2F%2F%2Fw%3D%3DsFit2cCbZoN65Ulc0LpxpX%2BCbNBCyEn4p%2Fat6CV%2Bu%2FXkJWpGMBUsxdF5XP77eIoc%2BWRGi8QupDIM%2F7upbUloIWKmJz8ejrYjfZo8kAeLJ7faaW70uJ%2F3yQQWbS6zliVQ9dhN9FHZyLs3n%2B6ayyIWWP4ZYgwI2fs40XR%2FERq%2FGNyfWK4fiV391hyKbNzjTTmNIfkMQrf4hGsytzKmn6x%2BJk5SeRdGptJUTrOCMmklm%2Brj84irqoupb5cHtoCFQH9lAJV03cukp%2F9sq6JmLvPVclMxb63md2AkBEJlL3WJtH%2B3WnXAZjXJnzSRc16Pna6Jyx72P1MzfeDsyK%2BcBtz34gOAYpo3tkvWRpdFOqrP%2F5Y1uHY4XJv8Iq1kKS1Fk5DV2e7tiYjD1wRi48zK9jyNYlsxCcWiIWm80zCKlvV5PRmTfIFURJvbhKPLioFLqcnYITJdlCBT4U3Lc01TF5iHza3a5AilFpmpbVhG1dS2yFrPyuQZnQ4q2j2LnKu9LlAkJ2pjOjg4DdccLW%2B3fWFMIZ0bKmmu9wGVItkU8sg2FBjpVC2t%2Bgr2cP2yRth2pz4yPOAxftkTxJIgYJowTTQxbod1fOIp80dY%2Bxyq1UFKlBUgYajT4DCACAu5vYbiFaiGzHpuqXvCmGx6hELvUpYF0kfKRxuIs6P7zrVgBUffNaPxB0CIl3BeKsFF2drF%2B%2BsFv&nvMid=82962241405&catId=50001737
Apple 아이맥 27형 2020년형 (MXWU2KH/A),"2,663,050원",https://cr.shopping.naver.com/adcr.nhn?x=WZ2BvwX%2BZYBX5V2OoqEJEv%2F%2F%2Fw%3D%3DsvxBkHDu1S6HheUWmR5PMjJIXlGkVZkYvWASdrXl8QWFq0EKTZhqu5IgUdSEfnCz2CsS9ZYGKiHWRFqqlMVIf%2BVOfdwZ5SaLPrfT54R%2Fesoqi7W7Dhoda7tFJOP4aOGmAzk3LalmoBfQR6lcv00BSCci30QtKP1mA7BYZPpxeJLexWvZfe2todmJfmpbNrXnq5yXCAy%2FTZ57diUIaF6oicfkLxQseUvuXN%2FfaD%2FOo3jRJ6BdCe7IAGLjuCf1CfeZql%2B12vUovjE2zMfdxoP3BI%2BtzpoMdxpjMgpc1l1PiPTvDpmNu2Rs3tEPrV0ZTODsbWqyaFa2xLbpwGCJChqMDqh6XdVSTvO%2Bub44Yojl6%2BSshIW%2Fufm4Ai1g%2Bbn5o8FWgy7RrQx4CkMqIgJzcYx621k4cO9y%2F8Oz1VpJL2IuyW%2B2gIX25kXOk%2FUPdTKqFSCOqqUCKyjcjYCAt%2FthuD8QbdgQKCQaqczWUpW3ejPszrCkZucSqtd0HGAlW%2FpKDQi358jR8gVF8FlQ9pItE8Zzc8taCOCWp3ncolfdK1HtNZNc4sxiv72Ha4MnJHmPzwsD4jr%2Fvhuz%2FM2bOeEg7k3nONaHzb9xGMk2cy2HvfMQLoAEzDdMxRCBREH3qD%2FjE97XRzY6of2Xpggjm6A4Z8HgJhg%3D%3D&nvMid=23995303524&catId=50001737
LG 일체형 PC 22V280-L710K 업무용 학생 기업 저가 좋은 싼 올인원 컴퓨터,"719,000원",https://cr.shopping.naver.com/adcr.nhn?x=nvF7umeMuGAGTRWMIV7y0%2F%2F%2F%2Fw%3D%3Ds%2Bfk%2BR9k856tpllLyjb8ZT8WMsHb15VWUX83c1bBlqtRq0EKTZhqu5IgUdSEfnCz2obbWVyHxK%2BRv%2F%2BrczxiHmFOfdwZ5SaLPrfT54R%2Fesoqi7W7Dhoda7tFJOP4aOGmAzk3LalmoBfQR6lcv00BSCTaSZny%2B1MgSfJG5ocTRQNj1rIvubP2%2F%2BNF2sTRY2hEVpaBZeLIX%2FTIwtp1WO6cT7L9nMdrmgpsoxzEFfmxL2h3ffisv5tHfoGFh7RH%2BtSaOAFJNLWxG%2Fj2gEfGb7GroeA7FAmgWRTOWIVBsj%2F3Hc227ef5A6NPWsn5aJ6kBtV4N6nYt0P5vFdgOY0ddt5wMGZmcCZEv5wUttH5Bg44HS8Xxdomcu%2BknnCsRd%2FNabTmWE41S0fLeplvIk3ytm%2BqmCALKHrqK0ZU%2BOOVapAX5Y9k%2B%2FhVR6JLrK0NRbpm%2FretVnFFA5xbmMkpmqaCnow4BQiVwhIAk3iMDKZn16419HC8iBV7QW%2Bk2YB4lXEGGIjxNyhUbTxE7kRm3XFS324oW2Ilo91qRvRf83%2Fq03RhCJg65PcsdixOKM84nfw%2BU7IK6%2FkPukuOcIs6CA2sW61DtSfCPZNAA79RZeC5LPb0y%2F41CCOmpZmo5xB61mbgdSc8xy1Vhq%2FH77x9Zlr1IFzyuow%3D%3D&nvMid=83376288648&catId=50001737
삼성전자 삼성 DM500SCZ-AD2BA,"669,000원",https://cr.shopping.naver.com/adcr.nhn?x=5%2B5k9Bz9ENOcaDSdzoQIN%2F%2F%2F%2Fw%3D%3DsjGmMOH2iv6t48eLFv5QCRzCBPqVr%2Bg%2BvfS3ZM5cM9bueTGkJEt7cg4H8hyUgHDs8oBnaoLWqJkzJVIIfLglT3u1Zv8WwU%2BzO7xg4eLfM9Fn9Ki%2BNLuMrDqfvmUYq3B0llx3EIEMIsnYVVgDc8C5LlUPg%2F6PYJW9LpCSumzPJoiiI9aZyW4hhCgmcrsQhWGWGjijrH%2FP5L%2BUnK3BQ6ER3j5wpRN%2FqQp%2FpvrDrFrq3sq%2BGLVWQOjEfRR9D5HXN8%2Fs04mLyU6FGyKg6XzxoIHbKwhgd6%2FGwNhvB2EG8mRkzNGCAbCY81f975eS5nfR25FBiP83WAv8GAIoQ0MwLPWeb%2FQ7aXnU3uQ3S%2FOYNoYZcNG9qLzcRVswO%2FNXTrA15l4GNh2viQTjyvabyEQeg3RfPipStjZbwGvrYZG5NC7DZoBScPfwzF9ktWcxdrcTtO8KU7BqzFapVuY%2BuIL%2B0qH7vOH42HjzhjLWq6JQGVNnmMeJ%2Fr9%2BlrFL%2BfMZU%2BhLTtdST%2FzmTwSfu6DPzD3%2Bwm3Hs2IgN%2F1NgM4LgvOAJ6Euy6vkzy2I1gaQBTGle5hm3yHZKEeVNVVV6pMaTI8hpX1Im91aFndIwdNwuWmKtx1HNSCrUkiyUGZ3FpPHvE7X48%2Bhb&nvMid=23619881490&catId=50001737
한성컴퓨터 TFG AX2606iX,"2,029,000원",https://cr.shopping.naver.com/adcr.nhn?x=MVeoHy4bzYvRPPqx3lhMuv%2F%2F%2Fw%3D%3DskTgaUGEaLMOiSleN%2FDp3mczZvmJOqKg1MygJYgjJTaELcOE8RM8PO3gzU7JthB1ItOgbecOu5UOseWT33Z5TVOjQOrYS7qx8r6sdxngPAz49aTzhVuXGeV5jLq6swEdCQ9wQbczccm8SLZI%2Ftl8RqtyGaSr%2B0dRu37W7MMIB4NFk9Io6iZoAfEBQfsbkhBMBso%2FyF5KqVDMjCk9L%2FtEtWK45mwcNa6wHI4h9Gn5hdUPXriUAcZu6ZrXFtLyctRQUfjiL40rMvH4XUHBfv5X4bP6FLAYvfPxgpuEDaD%2BQLf%2BrCRdUxvA177jl0VodmokhNUJnit2TyE8yh3GxJ0fiPN28GGO9s879Figs0goQcDHWtTfhnX4134FXMVeuyQW1V36ogsAbT2GMBHUreotiQDmlC5yO5Pv1Ny5j1zSKoFzpV33H6Qcf64aPr%2BK1QdWc0eJsRaz4drYSEelqJ%2Be8hwuFAPFHw47QHxoIZChar%2Btebn3ZsLDSBwXgWNtRTRkKW7zq8UaCX1r0oBkTB5klDdP%2FvD9hHMi2CAf2eTKselZ%2B91Cb1tLuaGbfWt9eiUCcafMcb8yZqzE78KD84Z9leLWi6X3lmfTmXe8%2F%2BHFDmM0OEsHC78VBLnFZh%2FnDobeN&nvMid=29831834620&catId=50001737
삼성전자 오디세이 DM800SBZ-A717A,"3,725,660원",https://cr.shopping.naver.com/adcr.nhn?x=jEZCNQfOl2BSe%2BwDGefYqP%2F%2F%2Fw%3D%3Ds4jGCIHOUHaSy6ct6Ws%2BADXbLhlqY8qnBiuMV7CuJRYsJWpGMBUsxdF5XP77eIoc%2BBOCnupeMX7FLteJW7mRRGlH2lg50%2Bu2o6Ru60P4Bi62aW70uJ%2F3yQQWbS6zliVQ9dhN9FHZyLs3n%2B6ayyIWWP0gAn8lD2%2BxrgblrBqYwPdWug%2B9sjA7rHdeMLkY%2BwIMUenypg8VDEUh1g2bHdHxZQTznXLXxsKm9kvjRLK5J%2B6tRXN20D8U43dsAzLAiLeJ0S%2BPo2uTQUaJR8HXLTxp7aZ28jKuWjl%2FtyfYBb%2F79TUpD4P%2Bj2CVvS6QkrpszyaIoCuwrUM2Vi5bq9fxYHuPhKcFlgpZXOkZzRBlKRH2aqob9D6qc0vW7D27mt0L3U9ijzy9zNbLUva%2B9ilVM0wQ4H1Wsrz6nlWl7f98IgsyOlex6K503jBTFiO%2BslOwbxo4OLBoYj4J4VGHadc09ChmjWCTT9XXcxC4COe5HAU%2FopXyXaludd08Wsz4UAOVjCHmyYaKgEHtNBDsN4O4waoh3M5sBhFOmPx2J%2Fw70HlHmq84nE6R0qdWoF5oAKwGhDcz6SmyVngpJX%2BdwGNlRbFczGF5JuRd3tvfvPTwYUIIqv1OCqA6%2BrrPkSkQjk3bFq%2FUy&nvMid=17851399257&catId=50001737
미니PC 스틱 컴퓨터 A09 미니 데스크탑 HTPC 컴퓨터,"163,600원",https://cr.shopping.naver.com/adcr.nhn?x=04nskzgcNhcNJcfSdhncHv%2F%2F%2Fw%3D%3DsMsOzp57qSsBLueNZAfcVsOhSoOogHYTna01PP%2FP7qLJq0EKTZhqu5IgUdSEfnCz2giob%2FFYSG%2FbqySgZ3BZEi1OfdwZ5SaLPrfT54R%2Fesoqi7W7Dhoda7tFJOP4aOGmA0iwA%2B1zGYoH12RPIR%2Bsf7ofsjsQob2Ne0L7w9JaI7kin0b%2F5UhxhZOSwwPJ7NL%2FBFgTUgRB5TP37czUqcWCJJACzZ8KwLRyNLYZlXvsKtNUYHevxsDYbwdhBvJkZMzRggGwmPNX%2Fe%2BXkuZ30duRQYj%2FN1gL%2FBgCKENDMCz1nm%2F2thqVN1Dxp24clLuZJ678x%2B7jB1VhXzkM0R6YdA6grP7r23UzuxgcD2HUOkKPdj7Nz90xOm1aWs3zpSWevK2GEJXYo5La2tqSrJLOapbJQKLrD9vcHczJHix87zFQztNguIgIDZqkaOUrr5G605LDwkMlh7B%2BoC%2BTQVPaFGkhssP%2BW0rEQYVl0YV%2FiWpCmMVFHmD%2BW8O8PDPcCOrJi9sD4DJtwpdPhtLkF9nsGCH9OssKR3YKlD9qGAl6gX9HvZO5V9IOHrHmzIAWM7dC1KM5J6ZETwJ%2BCAMFMeR2C9%2BNoiAN%2BQsjK6V0FLd%2Fybx7qcubNSE3OzZUT76KyqzckASmm&nvMid=30537221724&catId=50001737
한성컴퓨터 미니슈트 R57,"569,000원",https://cr.shopping.naver.com/adcr.nhn?x=MUJ68t2pTgQkfeuuCGzXaf%2F%2F%2Fw%3D%3Ds9cm8iPn4FBIaTmIqEwVb3H8aljiB9cSS5iVRT6SomGgJWpGMBUsxdF5XP77eIoc%2BVLA6ZL1vHDGd69OUHJEuyjBgiDCbj5ZS47R9M2nJOgOaW70uJ%2F3yQQWbS6zliVQ9dhN9FHZyLs3n%2B6ayyIWWP0gAn8lD2%2BxrgblrBqYwPdWug%2B9sjA7rHdeMLkY%2BwIMURDfJrxyYhhbJvGFSSNgHUjznXLXxsKm9kvjRLK5J%2B6tRXN20D8U43dsAzLAiLeJ0S%2BPo2uTQUaJR8HXLTxp7aZ28jKuWjl%2FtyfYBb%2F79TUpD4P%2Bj2CVvS6QkrpszyaIoCuwrUM2Vi5bq9fxYHuPhKYzk9WQ%2FePsblDcio68L83OY426XIyBogtnvkmhm6JkRzy9zNbLUva%2B9ilVM0wQ4H1%2BV0PcUhMlwU8JcCAnQ81iy%2Fg%2B%2FSRal1BwobMCCgGuXgpC2gjA4kxJ8Q2vo%2BnauupLLpRlBI2QbJPBIrWua5DfmLthOY45X5D9CYrd7ZTZvW5ZqyVDYRVEAQmN5H4HZABML8USt5HvshGJXAbYsPRN%2B91Cb1tLuaGbfWt9eiUCc2%2FuiSK4ee%2Bi%2BsTtgVh5RuNMWMvR7H9NSpGQmAJNDoLiCqA6%2BrrPkSkQjk3bFq%2FUy&nvMid=24123986522&catId=50001737
SC-LG데스크탑PC B80FV-i5-9400-PRO 인텔9세대i5 HDD1TB WIN10PRO,"809,000원",https://cr.shopping.naver.com/adcr.nhn?x=sE53RTApJ%2BfMKGZJqflJN%2F%2F%2F%2Fw%3D%3DsBBkUPkrG1f1TsvM7R24PydcbxeFvwxzAhAEufaVC%2B4ELcOE8RM8PO3gzU7JthB1IKL1JV3EsAGQxKV3NGonk4SuBrY9LLoF3%2FkAM7U%2BqSpY9aTzhVuXGeV5jLq6swEdCQ9wQbczccm8SLZI%2Ftl8RqicX2AUq8VPh3PK%2Fo8l8aTkQ30gwb0ZAWnfX3Zzr1ayRXU%2Fz1CFWyjbdAkVNv7KTGvfIPGofQQ3U8DFuiRY44CogFXQDhsabUHukiURKLQn4B7P9jx5KZr1oy9qstZx7mzHFb4sNw1VoH9JVx5C46U3aOM4WloKi4ppF6hFNRTf2Kaiq31erbLmbbKTyuWhq1JamD%2FGV54aH9VLlwPE0ph%2BEFlhmGdEb4PwgP8pMjok8H3BWMfRI%2ByNOr%2FOiWTYOUXu2zSwdKF%2BTIHcDnyKE%2BN1mVx8o60HEEx6rSbs2se2PoFTFu41Ufb3j3%2BXgmIm%2F1jKc0hRyCwBiMmLpN%2FHEYvIDMVU7o15F2FcBcqNtLdfIkIk2ezrBhio2YVe2e0Xh84OuAKV6RXG1Is03XJLviBcxey1XCAFCRMmQqpIsV0Tpk0y%2BMUur4mxXY9R2YK3rg5pL8VgNGCe86lNYnFs5kfDHICEQpPL7Rm%2B2fyhjEhHR&nvMid=82979036667&catId=50001737
삼성전자 미들 SSD장착 데스크탑 컴퓨터 사무용 가정용 데스크탑 PC 컴퓨터 본체,"423,300원",https://cr.shopping.naver.com/adcr.nhn?x=czbIMnRBk%2BOtCYqisN3opf%2F%2F%2Fw%3D%3DsiBcCulWZ%2B87%2FaBESFxkcs3aJbeOSGhQLxqTdrvObFm4LcOE8RM8PO3gzU7JthB1I%2Fkv8xfqmnX%2Bywzt9GuIGlYlyeVi2TIYfANUlBYiI6ZE9aTzhVuXGeV5jLq6swEdCQ9wQbczccm8SLZI%2Ftl8RqicX2AUq8VPh3PK%2Fo8l8aTkQ30gwb0ZAWnfX3Zzr1ayRQAblNsxa8arV%2FtPaTSTxYIVG8QZXzDAqLq4T7KXLERUgFXQDhsabUHukiURKLQn4B7P9jx5KZr1oy9qstZx7m8oy6v2cqm4ikl6IaQIpveF9%2BUoXXANwMC4FMJyq7txK7iYZwsznmlEVIGxOcmYDKDogOQ1zjfIu1vT%2Fn%2BQRMesO2bw8zCgOnZayKpUVGoFiYo1mMw1I3Xq9YraeFhSYkFRxURMNXOfhpEICdLHm6ycsqJoAd9RfhT8Lnw7A8h1B0W6d7%2B2RCvZeEajr7UKJOViiow6wMzZHax5UVX3MAMzjvgggDrrfV4lPtAQGxmkz8%2BYLqXgtnicpxQzsGF7F2kS9FDMRzNTN7jQ1yJJT0pAhskw036Td6CSGA8sXxcIUrfoQbHPkgLEsidGLMQvQlh%2FWdT6D3%2BeWLEXU1J%2FOuMC7lhDXj28msL%2FmXOpvV6Pfq%2FTgKqFknZQGwITw2qpnblaFndIwdNwuWmKtx1HNSCrUkiyUGZ3FpPHvE7X48%2Bhb&nvMid=83969106422&catId=50001737
LG 24V50N-GR56K 24인치 재택근무 롤 업무용 주식 일체형 컴퓨터 올인원 PC,"1,169,000원",https://cr.shopping.naver.com/adcr.nhn?x=M9wy2xwXYhCYn0Jlqxaxzf%2F%2F%2Fw%3D%3DsDnSBUdkkenfvGRJXoI9SJ70v2eCqhj6kkH3s5z%2ByxdoJWpGMBUsxdF5XP77eIoc%2BwVjYNCOqMvJJRlDLzsYUAjZn%2B8t%2FhP0euvzFuKnfWEOaW70uJ%2F3yQQWbS6zliVQ9dhN9FHZyLs3n%2B6ayyIWWP4ZYgwI2fs40XR%2FERq%2FGNyfWK4fiV391hyKbNzjTTmNIiwtI%2BT%2B9KAQWg23jRBpjOpSeRdGptJUTrOCMmklm%2Brj84irqoupb5cHtoCFQH9lAJV03cukp%2F9sq6JmLvPVclDsnR%2BTdPEF%2FCdLYpQCymFlMyLuEmuzXlBL6g%2BdtGsatf5S5ycDGuwbfEdv1A6kKwr8IaKKIKzY3YlFQ9gmnNcSU9EZviTp2RvfcncmaiMqLcmdHUL5%2FZLRf517ZTKQkcdQswM1mE6C2pvFyfxViholQVX1ddPzapLkNFn9sY8E2Lm2OexkKkimQNLm%2FVIjf8AfUHeKdSDl1Ysf9pBjSb8b8WITEeT4fJcG4zAPnrlD4iudVsN7FuNXWxdEk3cqcD40GEhWPF4mIyhe4rPexpllEwct6RhhIKfNBhvO%2BCRx6YiO9Hfab%2FgZ2ZnmDhCJt%2BUHfLrtO6c7Czi%2F4Ye5D7Z6kMyNnuA48vZxOiyZ0Wd8NVoWd0jB03C5aYq3HUc1IKtSSLJQZncWk8e8Ttfjz6Fs%3D&nvMid=82827660357&catId=50001737
한성컴퓨터 AX5507iA,"1,728,000원",https://cr.shopping.naver.com/adcr.nhn?x=9F1CLATa2YZCutcJl5qzsP%2F%2F%2Fw%3D%3Ds5xHs4NC%2BGJyfFyTDq3MFZl977rTrpQi9BUdYdN886j8LcOE8RM8PO3gzU7JthB1INT0obpOrvo%2BsZpNinB%2FnQc%2B9gmo87Y%2BTNjEZ5pQADnA9aTzhVuXGeV5jLq6swEdCQ9wQbczccm8SLZI%2Ftl8RqtyGaSr%2B0dRu37W7MMIB4NFk9Io6iZoAfEBQfsbkhBMB3vGogHMeJX%2BV2Z%2F3aOJtXTviF6XPgt2iE3aC7c7MEBTXriUAcZu6ZrXFtLyctRQUfjiL40rMvH4XUHBfv5X4bP6FLAYvfPxgpuEDaD%2BQLf%2BrCRdUxvA177jl0VodmokhNUJnit2TyE8yh3GxJ0fiPMd%2Bpd%2FHl8iovhsfPk3wLNmy%2BFc4f6w5bUBuAah0jH9MV36ogsAbT2GMBHUreotiQBZXEGdmA%2FWLsmXi%2F65BpLYlTja9zw1d5%2F%2B6qCg%2BRdFh0VUPuWm9hgEJVqfQDM%2B5EJzX2FJcy4KwdN%2BGrcnwi2gXUpCD%2Bi988sQTEh%2Fv9j%2BD2Ddxjb1sNEZNGpc7aHtnfe9barVkGm5X%2F%2B%2B0pSBMYefmCZcOZ%2BmxKTk0sg1l1ustOCFP4UvM%2BcrrvNuPx0%2Fc6mk562BGSHm%2F3xG%2BMu%2FwZi8GruH08DlKshetxY8KUEZb&nvMid=31660079619&catId=50001737
한성컴퓨터 MX12500 D5,"679,000원",https://cr.shopping.naver.com/adcr.nhn?x=1HHIZLK21i129Lxrb4bRC%2F%2F%2F%2Fw%3D%3DsJkbpf2rw0B05RTm%2BZ3bmgUdszDKcPT8Wpq7RDxPuqEELcOE8RM8PO3gzU7JthB1IlKPxL2ptMH1O1blwwxayUlEwIEW8G0mtS8Q1qSPW%2FAw9aTzhVuXGeV5jLq6swEdCQ9wQbczccm8SLZI%2Ftl8RqtyGaSr%2B0dRu37W7MMIB4NFk9Io6iZoAfEBQfsbkhBMBdvHCHof9f6d8bGMHqcv9qjviF6XPgt2iE3aC7c7MEBTXriUAcZu6ZrXFtLyctRQUfjiL40rMvH4XUHBfv5X4bP6FLAYvfPxgpuEDaD%2BQLf%2BrCRdUxvA177jl0VodmokhNUJnit2TyE8yh3GxJ0fiPGwFBdB4hok5gvb225faGXAydmBYbuPrEvhKReS0bpGtV36ogsAbT2GMBHUreotiQHh09kPCm%2FlF3QhJMpma53UlTja9zw1d5%2F%2B6qCg%2BRdFhGLatjBNV5tR1ZtcsdaeRM2i3AxmX%2BkrtaRTBwp1%2B0kd8%2Brxm0Ms9zN82RQNMmZfNX50%2BJvasy34j0WGD2rKENqFhn%2BEj%2BQ3ziN7qT%2F5t%2FJeFmsPZ5szOQ7MBn6QUKde11FrmPiuuKIPmNyaG1twk192boyBgCRi0Yeu%2B4AQHHH9B0CIl3BeKsFF2drF%2B%2BsFv&nvMid=31818689619&catId=50001737
IGNIQ 비와이 24Z 2세대,"1,399,000원",https://cr.shopping.naver.com/adcr.nhn?x=h2ULFH%2B7kjwB5fMjJpeFM%2F%2F%2F%2Fw%3D%3DsUeyDK7LYlr0QSO31dUX%2BMGK2PbEud6%2Feqft5xlplPxsJWpGMBUsxdF5XP77eIoc%2BKZ171CJUobUWY%2BQf6bMChl4LU4InwguG8X67nzwNWRmaW70uJ%2F3yQQWbS6zliVQ9dhN9FHZyLs3n%2B6ayyIWWP0gAn8lD2%2BxrgblrBqYwPdWug%2B9sjA7rHdeMLkY%2BwIMU29LjQvXzjLckhr3KzdVBRDznXLXxsKm9kvjRLK5J%2B6tRXN20D8U43dsAzLAiLeJ0S%2BPo2uTQUaJR8HXLTxp7aZ28jKuWjl%2FtyfYBb%2F79TUpD4P%2Bj2CVvS6QkrpszyaIoCuwrUM2Vi5bq9fxYHuPhKYuQ6cYr8vvLOj1%2F45n1IR%2Ff3INR5QTi2O%2BTTSTIXCDfzy9zNbLUva%2B9ilVM0wQ4H4YN7TSsWSrTP2CvIXibuQLdcKGS8K3v9HOi3wvF0LzmZGAS0Hiw6%2FoO1qOsTInn92HQZgJ7xKiMj%2Frfpx6gNAXHANAGns5R4v9RDKqq3YXeMDEPu6SEbx7P8gS7aiVLn70zpqf%2FWAA6Izr2SlLkTAURpOFzCbaM6OU97uoPifjrDfQ9S%2FkNq1neBolNGap9bi6%2F1mH58kjE1m%2FJW4COf57ke%2FVP%2BgM94BPZkP5YJ%2Bex&nvMid=30768380618&catId=50001737
